916.09,572.35
950.89,185.57
465.91,315.03
1111.29,669.77
636.53,588.54
399.61,558.6900000000001
331.31,543.11
982.15,510.23
556.66,433.81
636.53,588.54
388.92,512.39
934.7,497.38
691.16,328.54
304.54,438.87
736.8200000000001,297.65
831.12,276.41
684.76,274.35
858.01,118.79
966.78,464.55
363.36,481.84
433.67,442.41
433.67,442.41
1095.36,393.76
744.97,323.74
973.48,233.67
920.91,198.09
525.29,561.1799999999999
786.3099999999999,539.28
818.72,536.76
1135.34,535.42
703.9,530.47
344.34,447.95
955.41,417.25
583.23,411.99
583.23,411.99
981.71,318.15
813.45,315.55
452.45,342.86
909.88,236.19
381.8,285.52
920.91,198.09
430.16,598.55
360.12,581.55
331.47,575.8200000000001
1138.56,578.3
1028.22,542.4
1002.6,538.03
322.46,452.12
807.89,422.95
734.5,401.14
478.55,381.5
744.35,360.88
744.35,360.88
728.86,355.02
728.86,355.02
372.57,344.24
372.57,344.24
1076.55,267.83
1016.6,233.43
940.3,187.29
1089.17,147.25
929.39,125.25
713.4,137.91
726.61,117.44
1088.21,627.97
776.23,593.6
1034.44,580.26
1053.86,574.1900000000001
600.16,554.23
600.16,554.23
971.98,550.3200000000001
1198.54,540.96
991.33,529.3200000000001
1197.95,525.5700000000001
588.27,487.51
1112.25,471.91
1051.82,466.18
440.9,470.95
1027.77,435.35
470.97,437.28
1068.63,337.99
350.03,342.63
1065.07,246.92
1065.07,246.92
584.42,273.58
1045.11,221
600.62,243.39
629.34,215.01
1032.99,150.98
408.61,191.91
1020.15,88.52
773.51,547.17
1039.11,532.51
1229.29,532.75
274.04,514.12
627.29,475.38
341.18,470.13
1193.96,439.89
817.34,433.13
585.75,427.26
996.15,381.73
511.67,388.48
491.28,368.62
722.21,335.51
1072.45,309.21
350.03,342.63
697.8,293.89
697.8,293.89
717.6799999999999,289.93
955.95,238.59
497.95,261.09
623.5599999999999,235.15
1206.5,156.1
410.86,233.89
349.43,219.01
1090.5,100.28
1020.15,88.52
1031.4,86.36
504.22,755.45
1018.55,701.71
666.39,684.0700000000001
887.62,669.55
1085.19,646.04
1139.11,605.62
1194.09,604.59
388.64,572.79
348.79,558.11
1172.51,559.78
617.34,486.89
629.95,483.64
345.03,428.22
609.62,415.38
609.62,415.38
244.18,428.93
331.93,417.14
1191.71,380.45
1188.93,359.43
1159.01,301.79
1062.12,304.26
450.43,340.75
360.01,333.77
1099.95,274.1
697.8,293.89
697.8,293.89
618.73,297.67
710.1900000000001,286.53
990.55,262.71
610.14,285.81
714.71,274.12
973.74,247.27
846.9299999999999,256.37
1226.2,224.97
1154.45,213.07
1034.04,199.31
708.86,193.13
1088.32,139.67
531.9,195.58
582.91,153.3
617.04,105.74
593.79,71.34
424.98,603.9
358.92,594.6799999999999
1169.11,617.67
424.61,595.3200000000001
417.35,596.0700000000001
400.36,594.33
371.92,569.92
1127.07,546.39
274.22,531.29
826.0700000000001,530.05
354.68,530.48
252.89,517.67
244.94,517.26
244.94,517.26
723.66,510.09
365.45,503.04
1134.86,495.13
600.01,485.12
