717.52,576.13
762.74,229.67
321.13,304.5
886.09,657.62
488.19,591.21
236.05,567.99
156.36,551.38
776.1,520.16
408.46,438.75
484.21,593.0599999999999
225.95,516.55
736.55,506.11
533.9299999999999,344.62
123.62,431.22
580.23,313.37
657.64,302.46
532.34,288.92
684.01,160.24
765.14,480.2
198.96,480.99
280.56,442.9
280.56,442.9
888.76,416.71
585.63,339.87
782.02,272.8
734.88,240.41
376.7,567.1900000000001
617.73,545.4400000000001
645.12,542.27
915.86,538.3200000000001
546.08,538.45
175.55,443.77
757.13,436.83
436.25,416.19
436.25,416.19
786.55,349.83
645.14,336.29
303.86,335.78
721.99,274.3
219.98,266.11
734.37,239.92
268.05,610.36
191.98,594.05
154.01,589.08
915.9,576.16
819.61,547.58
795.1900000000001,544.51
149.58,446.91
637.92,436.07
573.29,415.06
337.7,375.71
584.73,374.84
584.73,374.84
570.28,367.57
570.28,367.57
208.59,330.02
208.59,330.02
875.5599999999999,306.98
822.6799999999999,274.16
753.6799999999999,230.85
892.1900000000001,203.39
745.64,173.96
563.11,159.09
576.45,139.6
870.1,619.9
607.75,594.22
823.75,580.1900000000001
841.8099999999999,574.4299999999999
450.35,560.63
450.35,560.63
766.37,555.34
970.14,541.47
785.17,537.3099999999999
969.85,529.8
440.32,490.1
897.59,484.67
843.85,480.46
289.86,473.88
824.95,453.81
326.29,433.08
867.09,367.8
179.38,327.52
864.75,286.76
864.75,286.76
440.29,277.28
849.76,264.74
456.41,247.94
482.93,223.92
842.24,203.72
253.16,167.63
833.13,147.83
605.62,553.71
830.3099999999999,538.9400000000001
995.23,535.6
81.26000000000001,518.37
477.05,481.11
172.23,467.96
972.53,457.74
644.83,446.99
438.41,431.16
796.66,405.12
374.31,385.71
348.66,364.79
564.8,349.71
870.3099999999999,343.66
179.81,327.64
543.8,307.6
543.8,307.6
563.11,305.07
765.63,275.73
357.87,252.09
479.37,240.89
995.75,217.83
252.47,211.84
180.75,189.82
894.88,163.19
833.1,147.08
842.08,146.36
312.31,765.71
797.14,686.4
497.04,686.51
680.17,663.33
866.99,635
915.91,600.58
962.96,596.17
224.9,583.96
179.99,566.67
948.5,558.5599999999999
468.78,492.27
478.34,490.18
174.14,422.82
461.55,421.19
461.55,421.19
38.57,418.94
157.22,409.82
972.0599999999999,406.67
969.74,389.59
946.5,339.53
862.34,338.35
300.42,333.62
192.37,318.22
897.1900000000001,314.32
544.16,307.51
544.16,307.51
473.09,304.06
556.21,300.92
796.21,299.92
464.74,291.86
560.4,289.56
782.59,285.46
671.46,285.77
1009.61,277.45
946.98,264.63
