978.6,539.23
995.65,119.09
437.97,292.91
1159.97,632.23
652.71,560.65
389.08,541.51
310.84,537.76
1047.04,469.63
550.84,413.16
652.71,560.65
367.77,500.77
997.83,457.37
702.85,286.49
273.5,430.17
752.85,251.96
863.2,222.83
691.02,228.18
892.13,46.03
1028.48,416.72
339.08,470.83
413.24,426.43
413.24,426.43
1129.15,346.59
762.27,280.23
1017.48,173.14
967.34,129.56
519.16,543.84
817.38,507.45
853.24,504.94
1172.77,489.8
723.86,502.86
316.51,436.4
1012.3,366.5
580.27,384.43
580.27,384.43
1028.41,261.98
840.8200000000001,267.2
431.24,320.77
957.04,170.71
349.62,262.08
967.34,129.56
420.87,586.84
342.44,572.58
310.65,569.01
1178.6,536.48
1085.3,500.45
1063.95,493.99
293.67,442.32
837.91,382.78
752.52,365.22
457.22,361.33
762.28,317.29
762.28,317.29
745.83,314.98
745.83,314.98
345.04,325.5
345.04,325.5
1105.97,214.41
1053.32,173.32
983.97,120.24
1109.12,91.08
969.65,51.45
720.76,81.23
734.99,56.9
1141.62,589.47
809.23,565.97
1093.25,542.0700000000001
1108.86,533.67
604.33,533.73
604.33,533.73
1038.2,507.58
1223.11,498.38
1053.73,488.65
1221.62,482.94
588.5599999999999,462.01
1150.48,426.82
1100.71,420.38
421.26,454.68
1076.1,388.64
449.99,422.87
1103.01,289.75
321.22,322.39
1095.89,190.64
1095.89,190.64
575.13,238.6
1077.1,162.61
593.83,203.47
625.75,169.91
1061.21,90.18000000000001
378.1,160.6
1046.55,22.33
804.67,519.5
1094.46,490.5
1246.18,489.44
246.04,507.09
632.46,448.44
314.32,460.84
1210.03,398.29
847.89,393.84
582.96,400.37
1049.24,332.64
490,370.23
468.37,349.14
737.25,292.04
1105.87,258.05
321.22,322.39
708.88,249.84
708.88,249.84
728.88,245.32
1000.23,174.54
475.9,233.05
618.62,193.88
1197.64,114.55
380.49,207
315.6,190.65
1108.46,42.06
1046.55,22.33
1057.9,22.99
543.51,759.37
1099.03,670.28
701.3200000000001,667.73
968.83,642.54
1139.36,609.17
1180.38,565.2
1223.7,563.7
372.05,563.6
326.98,549.99
1203.52,517.4
621.91,461.4
636.67,457.28
319.31,415.1
609.62,386.63
609.62,386.63
210.81,419.83
303.09,402.77
1205.69,335.96
1202.23,315.24
1175.95,253.96
1095.89,252.66
427.45,318.27
332.46,315.18
1127.91,225.44
708.88,249.84
708.88,249.84
615.5,260.81
721.45,241.96
1034.76,203.59
605.0599999999999,249.18
726.0700000000001,228.95
1017.11,186.16
883.15,197.78
1217.95,183.14
1166.48,165.67
1067.15,141.65
716.45,139.16
1108.34,82.83
512.96,158.56
568.79,109.27
604.25,55.19
577.92,18.35
416.23,592.9400000000001
340.81,585.74
1205.57,576.9
415.14,583.51
407.92,584.72
380.66,584.5700000000001
353.28,559.58
1166.27,503.28
247.26,525.63
865.6799999999999,496.11
332.04,521.41
224,511.67
215.78,511.35
215.78,511.35
745.6,481.1
341.93,493
1170.26,451.27
601.14,461.14
219.98,481.28
341.95,476.99
1007.39,416.85
765.1900000000001,420.79
